id,timestamp,amount,currency,type,src,dst,component_id,is_fraud,anomaly_type,incident_id
tx-7819aef1ec,2026-07-20T21:15:18Z,985.74,USD,crypto_withdrawal,ACC-3354,MERCH-STRIPE,order-service,False,,
tx-313fb4c516,2026-07-20T21:19:17Z,14579.79,USD,wire_transfer,ACC-8834,EXT-US-883,order-service,True,fraud,
tx-659e23c70a,2026-07-20T21:21:15Z,1074.04,USD,card_charge,ACC-4480,ACC-7701,payment-service,False,,
tx-cdf7ad428f,2026-07-20T21:23:36Z,662.8,USD,inter_account,ACC-6673,ACC-9902,order-service,False,,
tx-924a7246de,2026-07-20T21:27:24Z,472.69,USD,p2p_transfer,ACC-4480,MERCH-SHOPIFY,payment-gateway,False,,
tx-a739c58bd2,2026-07-20T21:31:40Z,737.57,USD,p2p_transfer,ACC-4480,ACC-0042,payment-gateway,False,,
tx-b018247d2f,2026-07-20T21:35:17Z,806.67,USD,refund,ACC-4480,EXT-EU-291,order-service,False,,
tx-cb6f9332c2,2026-07-20T21:37:01Z,862.71,USD,refund,ACC-8834,ACC-9902,order-service,False,,
tx-84f8975717,2026-07-20T21:39:25Z,925.68,USD,ach_payment,ACC-6673,ACC-5512,payment-service,False,,
tx-d981a9c786,2026-07-20T21:42:38Z,1164.24,USD,inter_account,ACC-4480,ACC-7701,order-service,False,,
tx-6eaf0dced0,2026-07-20T21:44:15Z,450.25,USD,wire_transfer,ACC-8834,ACC-3354,payment-service,False,,
tx-cde8455bd6,2026-07-20T21:46:45Z,324.93,USD,card_charge,ACC-8834,ACC-9902,payment-gateway,False,,
tx-eb6b57ee90,2026-07-20T21:48:24Z,634.45,USD,inter_account,ACC-3354,ACC-9902,order-service,False,,
tx-5e8b01d773,2026-07-20T21:50:18Z,517.9,USD,wire_transfer,ACC-9902,ACC-5512,payment-gateway,False,,
tx-93c14835b7,2026-07-20T21:54:16Z,515.65,USD,crypto_withdrawal,ACC-7701,EXT-LATAM-16,order-service,False,,
tx-1d081248d6,2026-07-20T21:58:02Z,984.96,USD,crypto_withdrawal,ACC-4480,ACC-5512,order-service,False,,
tx-40456720c1,2026-07-20T22:01:10Z,229.89,USD,wire_transfer,ACC-3354,ACC-1187,order-service,False,,
tx-94aa06adbf,2026-07-20T22:03:11Z,200.96,USD,crypto_withdrawal,ACC-5512,ACC-7701,payment-service,False,,
tx-a09e07d5b8,2026-07-20T22:05:56Z,783.21,USD,p2p_transfer,ACC-3354,ACC-1187,payment-service,False,,
tx-330b6c16c9,2026-07-20T22:09:45Z,878.13,USD,ach_payment,ACC-6673,EXT-APAC-47,payment-service,False,,
tx-e969d10fb3,2026-07-20T22:13:18Z,178.2,USD,p2p_transfer,ACC-5512,ACC-6673,payment-gateway,False,,
tx-dd966080b9,2026-07-20T22:16:49Z,128.51,USD,p2p_transfer,ACC-7701,ACC-0042,payment-service,False,,
tx-32784743a6,2026-07-20T22:18:30Z,294.76,USD,p2p_transfer,ACC-1187,EXT-US-883,payment-service,False,,
tx-6e93f871f9,2026-07-20T22:21:12Z,233.18,USD,p2p_transfer,ACC-1187,EXT-EU-291,order-service,False,,
tx-ec55dbabb1,2026-07-20T22:24:28Z,432.83,USD,ach_payment,ACC-3354,ACC-5512,payment-service,False,,
tx-e1b4daa7a1,2026-07-20T22:28:23Z,735.16,USD,card_charge,ACC-6673,ACC-0042,payment-gateway,False,,
tx-da8de896b9,2026-07-20T22:32:34Z,455.86,USD,ach_payment,ACC-5512,EXT-LATAM-16,order-service,False,,
tx-5649f94be8,2026-07-20T22:36:21Z,649.97,USD,crypto_withdrawal,ACC-0042,ACC-3354,payment-gateway,False,,
tx-5e6239765c,2026-07-20T22:39:48Z,128.89,USD,crypto_withdrawal,ACC-1187,ACC-0042,order-service,False,,
tx-023a1d677a,2026-07-20T22:43:00Z,436.97,USD,wire_transfer,ACC-6673,EXT-EU-291,payment-service,False,,
tx-a3dd7b0eff,2026-07-20T22:47:14Z,804.47,USD,ach_payment,ACC-8834,ACC-7701,payment-service,False,,
tx-a630b5c0a4,2026-07-20T22:49:47Z,615.12,USD,p2p_transfer,ACC-4480,MERCH-STRIPE,payment-service,False,,
tx-e9c9a3c68d,2026-07-20T22:53:36Z,156.92,USD,card_charge,ACC-7701,ACC-0042,payment-service,False,,
tx-50a8136115,2026-07-20T22:56:54Z,889.32,USD,crypto_withdrawal,ACC-2291,EXT-EU-291,payment-service,False,,
tx-488f053ce1,2026-07-20T22:59:02Z,486.85,USD,refund,ACC-2291,ACC-9902,payment-gateway,False,,
tx-101ef38e5c,2026-07-20T23:01:22Z,703.0,USD,inter_account,ACC-2291,ACC-3354,payment-service,False,,
tx-afefbfbcac,2026-07-20T23:03:29Z,699.92,USD,ach_payment,ACC-6673,MERCH-STRIPE,payment-gateway,False,,
tx-328edde10c,2026-07-20T23:06:24Z,333.31,USD,refund,ACC-0042,ACC-9902,order-service,False,,
tx-25ae0be7ab,2026-07-20T23:07:58Z,458.46,USD,ach_payment,ACC-4480,EXT-EU-291,payment-gateway,False,,
tx-c390f0bd59,2026-07-20T23:10:33Z,841.22,USD,refund,ACC-8834,ACC-3354,order-service,False,,
tx-f065c3de08,2026-07-20T23:14:13Z,229.04,USD,wire_transfer,ACC-5512,ACC-2291,order-service,False,,
tx-ba58883f32,2026-07-20T23:15:49Z,627.56,USD,p2p_transfer,ACC-9902,MERCH-PAYPAL,payment-service,False,,
tx-0569f18d26,2026-07-20T23:18:13Z,632.05,USD,p2p_transfer,ACC-8834,EXT-LATAM-16,payment-service,False,,
tx-da8089ca3f,2026-07-20T23:21:13Z,82.94,USD,refund,ACC-5512,ACC-0042,order-service,False,,
tx-8c2b650c45,2026-07-20T23:23:37Z,337.29,USD,ach_payment,ACC-6673,MERCH-SHOPIFY,order-service,False,,
tx-aca70bb711,2026-07-20T23:27:36Z,1047.25,USD,wire_transfer,ACC-4480,ACC-5512,payment-gateway,False,,
tx-8833ca30a2,2026-07-20T23:31:22Z,909.47,USD,crypto_withdrawal,ACC-4480,EXT-APAC-47,payment-gateway,False,,
tx-36884a16f9,2026-07-20T23:34:18Z,180.5,USD,wire_transfer,ACC-1187,ACC-9902,order-service,False,,
tx-92ec0dcffe,2026-07-20T23:37:14Z,1164.34,USD,inter_account,ACC-3354,EXT-EU-291,payment-gateway,False,,
tx-b2bfada3d2,2026-07-20T23:39:57Z,715.79,USD,inter_account,ACC-2291,ACC-9902,payment-service,False,,
tx-a48d8a2665,2026-07-20T23:42:08Z,1040.99,USD,card_charge,ACC-0042,ACC-2291,payment-service,False,,
tx-6ef2d17cb9,2026-07-20T23:45:52Z,14978.98,USD,crypto_withdrawal,ACC-5512,MERCH-PAYPAL,payment-service,True,fraud,
tx-3d02fb1c8b,2026-07-20T23:48:30Z,1,USD,p2p_transfer,ACC-9902,ACC-1187,order-service,False,,
tx-ecdc1c162e,2026-07-20T23:50:13Z,1245.31,USD,p2p_transfer,ACC-9902,MERCH-STRIPE,payment-gateway,False,,
tx-a36f8b0001,2026-07-20T23:51:48Z,1173.89,USD,card_charge,ACC-0042,ACC-9902,payment-gateway,False,,
tx-b4f8ab5780,2026-07-20T23:54:41Z,551.66,USD,card_charge,ACC-9902,ACC-4480,order-service,False,,
tx-b6d94ee2a8,2026-07-20T23:58:14Z,92.81,USD,p2p_transfer,ACC-1187,EXT-LATAM-16,payment-service,False,,
tx-cfb2311081,2026-07-21T00:02:16Z,231.15,USD,ach_payment,ACC-0042,ACC-7701,payment-service,False,,
tx-4b1628c2d0,2026-07-21T00:05:09Z,948.79,USD,inter_account,ACC-4480,EXT-APAC-47,payment-gateway,False,,
tx-d3b4b38e07,2026-07-21T00:07:25Z,690.03,USD,inter_account,ACC-4480,MERCH-PAYPAL,payment-service,False,,
tx-6aef727965,2026-07-21T00:09:58Z,841.7,USD,refund,ACC-9902,ACC-0042,payment-gateway,False,,
tx-8dd7ff6a92,2026-07-21T00:12:55Z,868.78,USD,wire_transfer,ACC-3354,EXT-LATAM-16,payment-gateway,False,,
tx-1108780537,2026-07-21T00:15:28Z,829.64,USD,ach_payment,ACC-6673,ACC-0042,order-service,False,,
tx-373c6b6b6a,2026-07-21T00:17:27Z,283.86,USD,wire_transfer,ACC-1187,MERCH-SHOPIFY,payment-gateway,False,,
tx-73608bb8b5,2026-07-21T00:20:50Z,307.33,USD,card_charge,ACC-9902,MERCH-PAYPAL,order-service,False,,
tx-bc6eeadb1c,2026-07-21T00:23:00Z,371.15,USD,refund,ACC-3354,ACC-8834,order-service,False,,
tx-97192c7399,2026-07-21T00:25:26Z,856.79,USD,card_charge,ACC-0042,ACC-1187,order-service,False,,
tx-63c5040772,2026-07-21T00:28:21Z,797.36,USD,wire_transfer,ACC-4480,ACC-3354,order-service,False,,
tx-960a6f80a3,2026-07-21T00:29:54Z,381.23,USD,refund,ACC-3354,EXT-US-883,payment-service,False,,
tx-f64acbdd1f,2026-07-21T00:33:53Z,411.48,USD,card_charge,ACC-5512,ACC-3354,order-service,False,,
tx-ab50082e4c,2026-07-21T00:36:56Z,214.75,USD,refund,ACC-5512,ACC-3354,payment-gateway,False,,
tx-7d27674999,2026-07-21T00:38:51Z,601.24,USD,refund,ACC-9902,EXT-LATAM-16,payment-service,False,,
tx-9a3dc6540a,2026-07-21T00:40:44Z,746.05,USD,inter_account,ACC-6673,EXT-US-883,payment-gateway,False,,
tx-edecac3f0f,2026-07-21T00:44:05Z,795.19,USD,p2p_transfer,ACC-9902,ACC-8834,order-service,False,,
tx-5250349b67,2026-07-21T00:46:29Z,790.41,USD,refund,ACC-8834,EXT-APAC-47,payment-gateway,False,,
tx-f940af5f67,2026-07-21T00:48:41Z,399.02,USD,inter_account,ACC-0042,MERCH-AMZN,payment-service,False,,
tx-92d4e251ec,2026-07-21T00:52:09Z,1318.68,USD,ach_payment,ACC-4480,ACC-2291,payment-gateway,False,,
tx-c1fbafddb9,2026-07-21T00:54:13Z,251.17,USD,inter_account,ACC-7701,ACC-4480,order-service,False,,
tx-439d5db763,2026-07-21T00:58:07Z,152.45,USD,wire_transfer,ACC-1187,ACC-0042,payment-gateway,False,,
tx-4b2b29f71e,2026-07-21T00:59:58Z,691.81,USD,crypto_withdrawal,ACC-6673,EXT-APAC-47,payment-service,False,,
tx-82e1b9927f,2026-07-21T01:01:38Z,540.52,USD,ach_payment,ACC-2291,ACC-1187,payment-service,False,,
tx-0199831953,2026-07-21T01:04:59Z,226.46,USD,card_charge,ACC-1187,ACC-7701,payment-service,False,,
tx-db7c4714f0,2026-07-21T01:08:42Z,903.79,USD,ach_payment,ACC-3354,ACC-0042,payment-service,False,,
tx-df61e3f6f2,2026-07-21T01:11:22Z,547.23,USD,crypto_withdrawal,ACC-5512,ACC-0042,payment-service,False,,
tx-f0e93d9b11,2026-07-21T01:15:35Z,1019.41,USD,inter_account,ACC-0042,EXT-APAC-47,payment-gateway,False,,
tx-e83850d766,2026-07-21T01:19:17Z,490.32,USD,inter_account,ACC-2291,ACC-5512,order-service,False,,
tx-e98d91a387,2026-07-21T01:20:51Z,670.61,USD,ach_payment,ACC-6673,ACC-4480,payment-service,False,,
tx-6e328af351,2026-07-21T01:24:12Z,239.39,USD,inter_account,ACC-7701,MERCH-SHOPIFY,payment-gateway,False,,
tx-20f5fd3655,2026-07-21T01:26:31Z,161.1,USD,p2p_transfer,ACC-1187,ACC-0042,payment-service,False,,
tx-b7a9ed3842,2026-07-21T01:28:16Z,737.54,USD,wire_transfer,ACC-3354,EXT-US-883,payment-service,False,,
tx-7083ec6ac9,2026-07-21T01:32:07Z,1065.52,USD,wire_transfer,ACC-4480,ACC-7701,order-service,False,,
tx-265dfec15b,2026-07-21T01:34:02Z,453.52,USD,ach_payment,ACC-5512,EXT-EU-291,payment-service,False,,
tx-4602b943bb,2026-07-21T01:36:21Z,1129.42,USD,wire_transfer,ACC-4480,ACC-6673,payment-service,False,,
tx-50b41db594,2026-07-21T01:38:33Z,379.85,USD,ach_payment,ACC-9902,ACC-0042,payment-service,False,,
tx-b2cc2e9cd9,2026-07-21T01:41:48Z,1089.75,USD,refund,ACC-9902,ACC-4480,payment-gateway,False,,
tx-92d290591c,2026-07-21T01:45:42Z,614.62,USD,ach_payment,ACC-4480,ACC-6673,payment-gateway,False,,
tx-2a7b7da2fb,2026-07-21T01:47:57Z,607.81,USD,card_charge,ACC-9902,ACC-4480,order-service,False,,
tx-8a9dd1c8ee,2026-07-21T01:52:00Z,521.46,USD,card_charge,ACC-5512,ACC-4480,order-service,False,,
tx-2c8c386c20,2026-07-21T01:55:08Z,222.73,USD,wire_transfer,ACC-1187,ACC-6673,payment-service,False,,
tx-5d6f68cb1b,2026-07-21T01:59:16Z,505.11,USD,card_charge,ACC-4480,ACC-2291,payment-service,False,,
tx-587b7f6a14,2026-07-21T02:03:08Z,766.98,USD,refund,ACC-3354,ACC-1187,payment-service,False,,
tx-5b1ff44508,2026-07-21T02:04:48Z,75.21,USD,p2p_transfer,ACC-1187,EXT-LATAM-16,payment-gateway,False,,
tx-2dee7441af,2026-07-21T02:07:20Z,728.69,USD,inter_account,ACC-3354,ACC-4480,payment-gateway,False,,
tx-9ccb9cb573,2026-07-21T02:11:35Z,924.61,USD,p2p_transfer,ACC-2291,ACC-4480,payment-service,False,,
tx-d61ce674ca,2026-07-21T02:13:11Z,161.55,USD,wire_transfer,ACC-2291,MERCH-SHOPIFY,payment-service,False,,
tx-5d0667d093,2026-07-21T02:17:20Z,372.97,USD,refund,ACC-0042,ACC-9902,payment-service,False,,
tx-dfbc00f0d0,2026-07-21T02:18:58Z,550.21,USD,card_charge,ACC-0042,ACC-9902,payment-service,False,,
tx-ba4449fd71,2026-07-21T02:22:13Z,292.43,USD,ach_payment,ACC-5512,ACC-9902,order-service,False,,
tx-8d7d0982d3,2026-07-21T02:24:17Z,541.27,USD,inter_account,ACC-9902,EXT-LATAM-16,payment-gateway,False,,
tx-bebd357696,2026-07-21T02:26:04Z,125.79,USD,card_charge,ACC-1187,ACC-9902,order-service,False,,
tx-d3bbe4ab46,2026-07-21T02:28:27Z,516.1,USD,inter_account,ACC-8834,ACC-7701,payment-gateway,False,,
tx-687141764a,2026-07-21T02:30:24Z,636.13,USD,p2p_transfer,ACC-2291,EXT-LATAM-16,payment-service,False,,
tx-3026ea1fb1,2026-07-21T02:34:28Z,107.21,USD,refund,ACC-1187,ACC-2291,order-service,False,,
tx-82c5cb6ddc,2026-07-21T02:37:23Z,990.23,USD,inter_account,ACC-8834,ACC-0042,payment-service,False,,
tx-a3297ed190,2026-07-21T02:39:24Z,319.0,USD,p2p_transfer,ACC-0042,MERCH-AMZN,payment-service,False,,
tx-a0e4071363,2026-07-21T02:41:48Z,430.32,USD,p2p_transfer,ACC-5512,ACC-1187,order-service,False,,
tx-e83ed662aa,2026-07-21T02:45:43Z,298.97,USD,wire_transfer,ACC-5512,EXT-US-883,order-service,False,,
tx-c21b121891,2026-07-21T02:50:03Z,358.51,USD,refund,ACC-1187,ACC-7701,payment-service,False,,
tx-097458de1f,2026-07-21T02:51:38Z,36543.69,USD,crypto_withdrawal,ACC-8834,MERCH-STRIPE,payment-service,True,fraud,
tx-cfd3c41328,2026-07-21T02:54:40Z,673.57,USD,inter_account,ACC-8834,MERCH-STRIPE,payment-gateway,False,,
tx-2d0201b9c3,2026-07-21T02:57:26Z,1093.9,USD,p2p_transfer,ACC-0042,ACC-7701,payment-service,False,,
tx-05ccfb2c94,2026-07-21T03:00:42Z,825.86,USD,card_charge,ACC-2291,ACC-3354,payment-gateway,False,,
tx-2c3b170258,2026-07-21T03:03:34Z,279.21,USD,crypto_withdrawal,ACC-5512,ACC-6673,payment-service,False,,
tx-569bac1ddc,2026-07-21T03:06:40Z,170.87,USD,refund,ACC-3354,ACC-5512,order-service,False,,
tx-28d24432f1,2026-07-21T03:10:37Z,778.7,USD,inter_account,ACC-8834,ACC-0042,payment-service,False,,
tx-1e3c48acb4,2026-07-21T03:14:57Z,303.8,USD,crypto_withdrawal,ACC-5512,ACC-6673,payment-gateway,False,,
tx-a2ff99bde4,2026-07-21T03:16:40Z,386.32,USD,refund,ACC-7701,ACC-2291,payment-service,False,,
tx-eb0f0b216e,2026-07-21T03:19:15Z,345.77,USD,p2p_transfer,ACC-5512,MERCH-STRIPE,order-service,False,,
tx-83ae2d1489,2026-07-21T03:20:48Z,876.64,USD,p2p_transfer,ACC-9902,ACC-7701,order-service,False,,
tx-13614cda1e,2026-07-21T03:24:25Z,1124.4,USD,p2p_transfer,ACC-8834,EXT-EU-291,payment-gateway,False,,
tx-f475f42da2,2026-07-21T03:28:15Z,480.26,USD,card_charge,ACC-3354,MERCH-SHOPIFY,order-service,False,,
tx-c24429c7ae,2026-07-21T03:30:25Z,713.68,USD,refund,ACC-0042,MERCH-SHOPIFY,payment-gateway,False,,
tx-275ecbd3d9,2026-07-21T03:32:05Z,308.06,USD,p2p_transfer,ACC-0042,EXT-APAC-47,payment-service,False,,
tx-ea5b7aba24,2026-07-21T03:36:23Z,120.06,USD,crypto_withdrawal,ACC-1187,ACC-6673,payment-gateway,False,,
tx-124bc0de03,2026-07-21T03:39:07Z,228.64,USD,ach_payment,ACC-4480,MERCH-PAYPAL,order-service,False,,
tx-a4fb458ad5,2026-07-21T03:42:53Z,1048.55,USD,crypto_withdrawal,ACC-3354,MERCH-SHOPIFY,payment-gateway,False,,
tx-2fc8f6060a,2026-07-21T03:45:40Z,33972.72,USD,wire_transfer,ACC-8834,EXT-EU-291,payment-service,True,fraud,
tx-c171b7337d,2026-07-21T03:49:37Z,27.2,USD,ach_payment,ACC-2291,ACC-0042,payment-service,False,,
tx-9e05a6bca0,2026-07-21T03:52:26Z,661.19,USD,refund,ACC-8834,MERCH-STRIPE,payment-service,False,,
tx-ee4e3ea5ca,2026-07-21T03:55:43Z,647.12,USD,refund,ACC-2291,EXT-LATAM-16,payment-gateway,False,,
tx-829447e415,2026-07-21T03:57:18Z,990.73,USD,refund,ACC-4480,ACC-7701,order-service,False,,
tx-4a466cc534,2026-07-21T03:59:20Z,497.24,USD,card_charge,ACC-6673,ACC-7701,payment-service,False,,
tx-61988c8dde,2026-07-21T04:02:33Z,389.36,USD,p2p_transfer,ACC-7701,EXT-LATAM-16,payment-gateway,False,,
tx-54ca2288de,2026-07-21T04:06:06Z,728.84,USD,refund,ACC-8834,MERCH-STRIPE,payment-gateway,False,,
tx-508d3f0656,2026-07-21T04:08:12Z,187.58,USD,p2p_transfer,ACC-7701,ACC-8834,payment-service,False,,
tx-d1e8bd6798,2026-07-21T04:10:32Z,126.48,USD,p2p_transfer,ACC-1187,EXT-LATAM-16,payment-gateway,False,,
tx-28a7ce3e39,2026-07-21T04:12:17Z,706.62,USD,wire_transfer,ACC-8834,ACC-2291,order-service,False,,
tx-fa139672cd,2026-07-21T04:14:24Z,750.09,USD,inter_account,ACC-8834,ACC-3354,payment-service,False,,
tx-aad7f7c89a,2026-07-21T04:17:40Z,397.97,USD,card_charge,ACC-9902,ACC-6673,order-service,False,,
tx-b5e13ab1e7,2026-07-21T04:19:57Z,419.38,USD,card_charge,ACC-4480,ACC-2291,payment-gateway,False,,
tx-24eb0270eb,2026-07-21T04:21:49Z,888.06,USD,inter_account,ACC-0042,ACC-9902,order-service,False,,
tx-b1870415fa,2026-07-21T04:25:15Z,523.1,USD,crypto_withdrawal,ACC-7701,EXT-US-883,payment-service,False,,
tx-6a2e625400,2026-07-21T04:28:13Z,901.2,USD,p2p_transfer,ACC-0042,MERCH-PAYPAL,payment-service,False,,
tx-073e55b560,2026-07-21T04:31:55Z,280.02,USD,wire_transfer,ACC-3354,EXT-APAC-47,payment-gateway,False,,
tx-163e19e38b,2026-07-21T04:33:47Z,464.17,USD,crypto_withdrawal,ACC-2291,EXT-EU-291,order-service,False,,
tx-00ba778db9,2026-07-21T04:36:15Z,774.86,USD,wire_transfer,ACC-6673,ACC-0042,order-service,False,,
tx-6b5d7c34dd,2026-07-21T04:40:01Z,329.66,USD,card_charge,ACC-8834,MERCH-STRIPE,payment-service,False,,
tx-2aa8a795d1,2026-07-21T04:44:01Z,384.77,USD,crypto_withdrawal,ACC-2291,MERCH-STRIPE,order-service,False,,
tx-090b562574,2026-07-21T04:45:55Z,1014.44,USD,wire_transfer,ACC-6673,EXT-EU-291,payment-gateway,False,infra_retry_duplicate,inc-3ef2fba2
tx-ca01d30920,2026-07-21T04:45:58Z,1014.44,USD,wire_transfer,ACC-6673,EXT-EU-291,payment-gateway,False,infra_retry_duplicate,inc-3ef2fba2
tx-7d6a088750,2026-07-21T04:48:19Z,885.46,USD,crypto_withdrawal,ACC-4480,EXT-EU-291,payment-gateway,False,,
tx-cef1535928,2026-07-21T04:51:51Z,1014.59,USD,card_charge,ACC-4480,EXT-US-883,order-service,False,,
tx-6194597d1d,2026-07-21T04:56:00Z,164.92,USD,ach_payment,ACC-1187,ACC-8834,payment-service,False,,
tx-7f0e7bce72,2026-07-21T05:00:12Z,392.11,USD,refund,ACC-5512,ACC-7701,payment-service,False,,
tx-446b164e7d,2026-07-21T05:02:07Z,426.95,USD,p2p_transfer,ACC-7701,ACC-1187,order-service,False,,
tx-df34d7844f,2026-07-21T05:05:12Z,311.01,USD,crypto_withdrawal,ACC-5512,ACC-7701,payment-service,False,,
tx-a246eae3e3,2026-07-21T05:08:15Z,860.46,USD,inter_account,ACC-4480,ACC-6673,order-service,False,,
tx-abda6b9437,2026-07-21T05:12:34Z,899.98,USD,inter_account,ACC-8834,ACC-3354,order-service,False,,
tx-7ff139002c,2026-07-21T05:14:46Z,287.16,USD,card_charge,ACC-7701,ACC-9902,payment-gateway,False,,
tx-5ebb873cf6,2026-07-21T05:16:46Z,194.87,USD,wire_transfer,ACC-0042,ACC-4480,payment-gateway,False,,
tx-93f86c3c26,2026-07-21T05:20:22Z,432.96,USD,card_charge,ACC-5512,ACC-3354,payment-service,False,,
tx-ab11bf1bbc,2026-07-21T05:23:12Z,556.35,USD,card_charge,ACC-2291,EXT-EU-291,payment-service,False,,
tx-8dedb5e461,2026-07-21T05:25:49Z,929.06,USD,crypto_withdrawal,ACC-0042,ACC-8834,payment-service,False,,
tx-448257adcb,2026-07-21T05:30:08Z,443.23,USD,inter_account,ACC-4480,ACC-3354,order-service,False,,
tx-c9fca0269d,2026-07-21T05:32:32Z,194.9,USD,wire_transfer,ACC-5512,EXT-APAC-47,payment-service,False,,
tx-7f0221ddd5,2026-07-21T05:34:22Z,211.16,USD,ach_payment,ACC-2291,ACC-7701,payment-service,False,,
tx-56033f77b1,2026-07-21T05:35:55Z,473.49,USD,ach_payment,ACC-2291,MERCH-SHOPIFY,payment-service,False,,
tx-9f22c004c5,2026-07-21T05:38:38Z,270.03,USD,inter_account,ACC-9902,MERCH-AMZN,payment-service,False,,
tx-5143e27e19,2026-07-21T05:40:29Z,132.19,USD,inter_account,ACC-7701,MERCH-AMZN,payment-service,False,,
tx-7102ffafff,2026-07-21T05:44:17Z,604.48,USD,card_charge,ACC-6673,ACC-2291,payment-gateway,False,,
tx-03c45c7ee9,2026-07-21T05:48:29Z,956.18,USD,wire_transfer,ACC-2291,MERCH-STRIPE,payment-gateway,False,,
tx-8db8843751,2026-07-21T05:51:50Z,988.51,USD,crypto_withdrawal,ACC-0042,ACC-1187,payment-gateway,False,,
tx-0966c13eae,2026-07-21T05:55:05Z,910.43,USD,crypto_withdrawal,ACC-4480,ACC-3354,order-service,False,,
tx-9c829f53d5,2026-07-21T05:58:16Z,1027.52,USD,wire_transfer,ACC-8834,ACC-6673,order-service,False,,
tx-9e39311292,2026-07-21T06:00:32Z,328.67,USD,ach_payment,ACC-9902,EXT-US-883,payment-service,False,,
tx-6edffd586b,2026-07-21T06:02:56Z,602.98,USD,card_charge,ACC-3354,ACC-6673,order-service,False,,
tx-63e5de62a2,2026-07-21T06:06:06Z,1139.82,USD,ach_payment,ACC-3354,ACC-1187,order-service,False,,
tx-a1ea6d3604,2026-07-21T06:10:16Z,186.07,USD,refund,ACC-6673,ACC-1187,order-service,False,,
tx-3355cc8898,2026-07-21T06:12:08Z,1219.93,USD,crypto_withdrawal,ACC-4480,ACC-8834,payment-service,False,,
tx-5ed603a768,2026-07-21T06:14:20Z,559.62,USD,crypto_withdrawal,ACC-0042,ACC-1187,payment-service,False,,
tx-0e7e305350,2026-07-21T06:17:19Z,151.47,USD,wire_transfer,ACC-1187,ACC-5512,payment-service,False,,
tx-895e103544,2026-07-21T06:19:33Z,129.2,USD,inter_account,ACC-7701,ACC-2291,payment-service,False,,
tx-738a51fbcd,2026-07-21T06:21:56Z,777.91,USD,crypto_withdrawal,ACC-9902,ACC-5512,payment-gateway,False,,
tx-9604d2f09f,2026-07-21T06:24:24Z,1,USD,inter_account,ACC-4480,MERCH-STRIPE,payment-gateway,False,,
tx-a715b983d4,2026-07-21T06:28:09Z,5.34,USD,inter_account,ACC-1187,ACC-5512,payment-gateway,False,,
tx-f60b45e5c3,2026-07-21T06:31:38Z,551.0,USD,p2p_transfer,ACC-7701,ACC-8834,payment-service,False,,
tx-f34317c517,2026-07-21T06:34:38Z,422.08,USD,ach_payment,ACC-6673,MERCH-SHOPIFY,payment-service,False,,
tx-df57957b29,2026-07-21T06:37:24Z,738.9,USD,crypto_withdrawal,ACC-4480,ACC-1187,payment-service,False,,
tx-906ce7e075,2026-07-21T06:41:28Z,582.51,USD,ach_payment,ACC-6673,EXT-US-883,order-service,False,,
tx-ac312d4b78,2026-07-21T06:43:35Z,753.84,USD,crypto_withdrawal,ACC-9902,ACC-8834,payment-gateway,False,,
tx-f6f13d5fc8,2026-07-21T06:45:34Z,781.1,USD,inter_account,ACC-2291,MERCH-STRIPE,order-service,False,,
tx-0bceba9698,2026-07-21T06:47:22Z,273.05,USD,ach_payment,ACC-5512,ACC-4480,order-service,False,,
tx-0277424903,2026-07-21T06:49:24Z,220.98,USD,ach_payment,ACC-1187,ACC-3354,payment-gateway,False,,
tx-895d797ef4,2026-07-21T06:53:01Z,584.81,USD,wire_transfer,ACC-2291,MERCH-AMZN,payment-gateway,False,,
tx-b2c711430c,2026-07-21T06:54:59Z,595.16,USD,card_charge,ACC-3354,ACC-8834,order-service,False,,
tx-6d2e90443e,2026-07-21T06:58:51Z,943.49,USD,ach_payment,ACC-3354,EXT-EU-291,payment-gateway,False,,
tx-61a55429b8,2026-07-21T07:01:20Z,717.56,USD,card_charge,ACC-6673,ACC-4480,order-service,False,,
tx-c215082b9f,2026-07-21T07:04:56Z,779.94,USD,inter_account,ACC-9902,ACC-5512,payment-gateway,False,,
tx-a935c47200,2026-07-21T07:07:15Z,352.03,USD,wire_transfer,ACC-8834,ACC-7701,payment-gateway,False,,
tx-2ac83d5bac,2026-07-21T07:11:09Z,608.72,USD,ach_payment,ACC-0042,ACC-7701,order-service,False,,
tx-3c45121422,2026-07-21T07:14:37Z,332.24,USD,crypto_withdrawal,ACC-7701,MERCH-SHOPIFY,payment-gateway,False,,
tx-c967497e89,2026-07-21T07:18:04Z,91.92,USD,refund,ACC-1187,ACC-4480,payment-service,False,,
tx-b483b89c79,2026-07-21T07:19:55Z,148.42,USD,card_charge,ACC-3354,ACC-5512,order-service,False,,
tx-f0fde00e34,2026-07-21T07:22:27Z,532.4,USD,crypto_withdrawal,ACC-3354,EXT-EU-291,order-service,False,,
tx-da65b30ee6,2026-07-21T07:24:26Z,214.66,USD,ach_payment,ACC-1187,EXT-LATAM-16,order-service,False,,
tx-51f6315c3a,2026-07-21T07:27:13Z,901.18,USD,ach_payment,ACC-6673,ACC-4480,order-service,False,,
tx-2d9bd089f8,2026-07-21T07:28:46Z,701.31,USD,card_charge,ACC-2291,ACC-0042,order-service,False,,
tx-650951488f,2026-07-21T07:32:14Z,583.81,USD,inter_account,ACC-6673,ACC-9902,order-service,False,,
